content_id,type,topic,difficulty_score,word_count,title,description,front_desc,back_desc,options,correct_index,explanation,flip_threshold_sec,creator_id,published_at,expected_read_time_sec
7953,short_note,Cybersecurity,0.447,17,,**Key Insight:** Encryption is essential for mastering Cybersecurity. Note that Password managers often interacts with Phishing scams.,,,,,,,484,2026-07-14 16:02:35,5.67
7954,flashcard,DBMS,0.331,14,,,Define ACID properties.,ACID properties refers to the process of Primary Key within DBMS.,,,,3.7,1424,2026-06-17 01:43:04,4.45
7955,short_note,Stock Market Investing,0.831,21,,**Key Insight:** Mutual funds is essential for mastering Stock Market Investing. Note that Nepal Stock Exchange often interacts with Dividend stocks.,,,,,,,1762,2026-07-09 08:58:02,8.11
7956,flashcard,Fitness & Strength Training,0.649,17,,,Define Home workouts.,Home workouts refers to the process of Gym routines within Fitness & Strength Training.,,,,3.12,45,2026-07-11 23:47:28,6.14
7957,short_note,International Law,0.703,18,,**Key Insight:** Sovereignty is essential for mastering International Law. Note that Humanitarian law often interacts with Treaty ratification.,,,,,,,1877,2026-07-12 01:30:01,6.64
7958,mcq,Automobiles & EVs,0.44,49,,How does Fuel efficiency influence New model reviews?,,,"['It is unrelated to New model reviews but affects EV battery tech.', 'It is a deprecated concept in modern Automobiles & EVs.', 'It directly relates to New model reviews and determines Engine maintenance.', 'It only applies when Engine maintenance is zero.']",2.0,Fuel efficiency is fundamental because it governs New model reviews.,,1461,2026-07-03 02:42:02,16.31
7959,flashcard,Startups & Entrepreneurship,0.474,14,,,Define Fundraising.,Fundraising refers to the process of Pitch decks within Startups & Entrepreneurship.,,,,4.49,591,2026-07-04 22:27:56,4.72
7960,mcq,World Mythology,0.898,42,,"In World Mythology, which principle explains Monomyth?",,,"['It directly relates to Oral traditions and determines Archetypes.', 'It is unrelated to Oral traditions but affects Deity pantheons.', 'It only applies when Archetypes is zero.', 'It is a deprecated concept in modern World Mythology.']",0.0,Monomyth is fundamental because it governs Oral traditions.,,1714,2026-06-30 09:20:31,16.6
7961,mcq,Nepali Culture & Festivals,0.252,49,,"In Nepali Culture & Festivals, which principle explains Newari traditions?",,,"['It only applies when Folk stories is zero.', 'It directly relates to Major festivals and determines Folk stories.', 'It is a deprecated concept in modern Nepali Culture & Festivals.', 'It is unrelated to Major festivals but affects Major festivals.']",1.0,Newari traditions is fundamental because it governs Major festivals.,,1817,2026-07-06 18:40:02,15.05
7962,short_note,Fashion & Style,0.412,19,,**Key Insight:** Wardrobe basics is essential for mastering Fashion & Style. Note that Seasonal trends often interacts with Thrifting.,,,,,,,850,2026-07-09 15:08:45,6.25
7963,mcq,Fashion & Style,0.383,43,,What is the primary function of Wardrobe basics?,,,"['It directly relates to Thrifting and determines Seasonal trends.', 'It is a deprecated concept in modern Fashion & Style.', 'It only applies when Seasonal trends is zero.', 'It is unrelated to Thrifting but affects Thrifting.']",0.0,Wardrobe basics is fundamental because it governs Thrifting.,,1966,2026-07-16 09:13:33,13.97
7964,text_content,Probability & Stats,0.346,46,Deep Dive: Understanding Normal distribution in Probability & Stats,"In the field of Probability & Stats, Normal distribution stands out as a pivotal concept. Researchers have long studied how Normal distribution influences Standard deviation. Recent advancements suggest that integrating Bayes theorem can lead to significant improvements.",,,,,,,1183,2026-07-11 19:55:18,14.72
7965,mcq,DBMS,0.847,36,,How does Normalization influence SQL?,,,"['It is unrelated to SQL but affects Indexing.', 'It is a deprecated concept in modern DBMS.', 'It only applies when NoSQL is zero.', 'It directly relates to SQL and determines NoSQL.']",3.0,Normalization is fundamental because it governs SQL.,,1494,2026-07-13 17:38:30,13.97
7966,mcq,AI,0.432,40,,"In AI, which principle explains Artificial Intelligence?",,,"['It directly relates to ai and determines Intelligent system.', 'It only applies when Intelligent system is zero.', 'It is unrelated to ai but affects ai.', 'It is a deprecated concept in modern AI.']",0.0,Artificial Intelligence is fundamental because it governs ai.,,520,2026-07-10 16:43:54,13.27
7967,short_note,Cricket Analytics,0.828,19,,**Key Insight:** Fantasy cricket is essential for mastering Cricket Analytics. Note that Match strategy often interacts with Batting technique.,,,,,,,1613,2026-07-10 10:03:07,7.33
7968,short_note,Discrete Mathematics,0.633,18,,**Key Insight:** Graph theory is essential for mastering Discrete Mathematics. Note that Combinatorics often interacts with Boolean algebra.,,,,,,,809,2026-07-13 14:32:37,6.46
7969,mcq,Structural Engineering,0.328,44,,How does Shear force influence Concrete mix?,,,"['It directly relates to Concrete mix and determines Bending moment.', 'It is a deprecated concept in modern Structural Engineering.', 'It is unrelated to Concrete mix but affects Beam deflection.', 'It only applies when Bending moment is zero.']",0.0,Shear force is fundamental because it governs Concrete mix.,,163,2026-07-14 22:25:59,13.97
7970,flashcard,Modern English Fiction,0.208,15,,,Define George Orwell.,George Orwell refers to the process of Post-colonialism within Modern English Fiction.,,,,7.6,1861,2026-07-15 10:19:15,4.52
7971,short_note,Financial Accounting,0.902,19,,**Key Insight:** Balance sheets is essential for mastering Financial Accounting. Note that Cash flow often interacts with Income statements.,,,,,,,451,2026-07-16 05:06:07,7.52
7972,flashcard,Discrete Mathematics,0.274,13,,,Define Combinatorics.,Combinatorics refers to the process of Set theory within Discrete Mathematics.,,,,6.04,576,2026-07-09 19:06:35,4.03
7973,short_note,Fashion & Style,0.746,19,,**Key Insight:** Thrifting is essential for mastering Fashion & Style. Note that Seasonal trends often interacts with Wardrobe basics.,,,,,,,707,2026-07-10 22:40:01,7.12
7974,mcq,Cultural Tourism,0.255,45,,"In Cultural Tourism, which principle explains Lumbini pilgrimage?",,,"['It is a deprecated concept in modern Cultural Tourism.', 'It directly relates to Pashupatinath heritage and determines Buddhist circuits.', 'It is unrelated to Pashupatinath heritage but affects Pashupatinath heritage.', 'It only applies when Buddhist circuits is zero.']",1.0,Lumbini pilgrimage is fundamental because it governs Pashupatinath heritage.,,112,2026-07-06 17:56:18,13.83
7975,flashcard,Calculus,0.5,11,,,Define Limits.,Limits refers to the process of Integration within Calculus.,,,,5.07,1424,2026-07-12 21:43:54,3.75
7976,short_note,Web Development,0.579,17,,**Key Insight:** Full-stack projects is essential for mastering Web Development. Note that React often interacts with Next.js.,,,,,,,1720,2026-07-14 17:54:54,5.98
7977,mcq,Adventure Tourism,0.744,48,,What is the primary function of Annapurna Circuit?,,,"['It directly relates to Everest Base Camp and determines Mountaineering permits.', 'It is a deprecated concept in modern Adventure Tourism.', 'It is unrelated to Everest Base Camp but affects Everest Base Camp.', 'It only applies when Mountaineering permits is zero.']",0.0,Annapurna Circuit is fundamental because it governs Everest Base Camp.,,394,2026-07-16 07:15:57,17.96
7978,text_content,Gaming & Esports,0.583,46,Deep Dive: Understanding Esports tournaments in Gaming & Esports,"In the field of Gaming & Esports, Esports tournaments stands out as a pivotal concept. Researchers have long studied how Esports tournaments influences Console vs PC. Recent advancements suggest that integrating Speedrunning can lead to significant improvements.",,,,,,,85,2026-07-13 10:39:30,16.2
7979,mcq,Fashion & Style,0.39,45,,"In Fashion & Style, which principle explains Wardrobe basics?",,,"['It directly relates to Seasonal trends and determines Thrifting.', 'It is a deprecated concept in modern Fashion & Style.', 'It is unrelated to Seasonal trends but affects Seasonal trends.', 'It only applies when Thrifting is zero.']",0.0,Wardrobe basics is fundamental because it governs Seasonal trends.,,1260,2026-07-13 15:59:04,14.66
7980,short_note,Career Growth,0.893,19,,**Key Insight:** Performance reviews is essential for mastering Career Growth. Note that Salary negotiation often interacts with Career pivots.,,,,,,,1722,2026-07-09 00:08:29,7.5
7981,text_content,Thermodynamics,0.342,43,Deep Dive: Understanding Refrigeration cycles in Thermodynamics,"In the field of Thermodynamics, Refrigeration cycles stands out as a pivotal concept. Researchers have long studied how Refrigeration cycles influences Heat engines. Recent advancements suggest that integrating Laws of thermodynamics can lead to significant improvements.",,,,,,,71,2026-07-14 16:37:22,13.73
7982,short_note,Architecture,0.604,18,,**Key Insight:** Floor planning is essential for mastering Architecture. Note that Site orientation often interacts with Building materials.,,,,,,,1081,2026-07-10 13:14:47,6.39
7983,text_content,Computer Vision,0.403,41,Deep Dive: Understanding OpenCV in Computer Vision,"In the field of Computer Vision, OpenCV stands out as a pivotal concept. Researchers have long studied how OpenCV influences Image segmentation. Recent advancements suggest that integrating Edge detection can lead to significant improvements.",,,,,,,1291,2026-07-15 16:12:57,13.44
7984,short_note,Budget Travel,0.38,19,,**Key Insight:** Backpacking routes is essential for mastering Budget Travel. Note that Travel itineraries often interacts with Flight deals.,,,,,,,987,2026-06-24 13:21:24,6.17
7985,short_note,Machine Learning,0.439,17,,**Key Insight:** Regression is essential for mastering Machine Learning. Note that LightGBM often interacts with Decision trees.,,,,,,,1610,2026-07-02 01:42:29,5.65
7986,text_content,Linguistics,0.457,40,Deep Dive: Understanding Morphology in Linguistics,"In the field of Linguistics, Morphology stands out as a pivotal concept. Researchers have long studied how Morphology influences Syntax trees. Recent advancements suggest that integrating Language learning tips can lead to significant improvements.",,,,,,,1714,2026-07-14 14:51:20,13.4
7987,short_note,Financial Accounting,0.496,19,,**Key Insight:** Cash flow is essential for mastering Financial Accounting. Note that Balance sheets often interacts with Double entry.,,,,,,,986,2026-07-15 23:58:31,6.47
7988,short_note,Web Development,0.869,17,,**Key Insight:** Next.js is essential for mastering Web Development. Note that REST APIs often interacts with React.,,,,,,,1019,2026-07-13 14:22:13,6.65
7989,mcq,Astronomy & Space,0.709,45,,How does Black holes influence Stellar evolution?,,,"['It is a deprecated concept in modern Astronomy & Space.', 'It only applies when Space missions is zero.', 'It is unrelated to Stellar evolution but affects Stargazing tips.', 'It directly relates to Stellar evolution and determines Space missions.']",3.0,Black holes is fundamental because it governs Stellar evolution.,,1785,2026-07-11 01:03:47,16.62
7990,short_note,Current Affairs & Politics,0.724,20,,**Key Insight:** Geopolitics is essential for mastering Current Affairs & Politics. Note that Policy explainers often interacts with Election coverage.,,,,,,,1432,2026-07-10 13:40:40,7.43
7991,short_note,Current Affairs & Politics,0.244,20,,**Key Insight:** Election coverage is essential for mastering Current Affairs & Politics. Note that Geopolitics often interacts with Policy explainers.,,,,,,,273,2026-07-13 02:57:24,6.12
7992,short_note,Productivity,0.401,18,,**Key Insight:** Study techniques is essential for mastering Productivity. Note that Deep work often interacts with Time blocking.,,,,,,,1494,2026-06-21 05:34:54,5.89
7993,short_note,Probability & Stats,0.726,20,,**Key Insight:** Bayes theorem is essential for mastering Probability & Stats. Note that Standard deviation often interacts with Normal distribution.,,,,,,,163,2026-07-15 21:28:38,7.43
7994,short_note,Budget Travel,0.948,19,,**Key Insight:** Flight deals is essential for mastering Budget Travel. Note that Backpacking routes often interacts with Travel itineraries.,,,,,,,558,2026-06-24 14:11:24,7.64
7995,flashcard,Skincare & Grooming,0.264,16,,,Define Routine building.,Routine building refers to the process of Ingredient guides within Skincare & Grooming.,,,,3.63,994,2026-07-14 14:08:16,4.94
7996,short_note,History of Nepal,0.549,20,,**Key Insight:** Malla dynasty is essential for mastering History of Nepal. Note that Lichchhavi period often interacts with Bhimsen Thapa.,,,,,,,965,2026-07-12 09:31:28,6.95
7997,flashcard,Discrete Mathematics,0.774,13,,,Define Combinatorics.,Combinatorics refers to the process of Graph theory within Discrete Mathematics.,,,,5.07,1624,2026-06-22 11:44:01,4.92
7998,mcq,Corporate Finance,0.411,51,,Which of the following best describes Valuation basics in the context of Corporate Finance?,,,"['It is unrelated to Portfolio diversification but affects Portfolio diversification.', 'It is a deprecated concept in modern Corporate Finance.', 'It directly relates to Portfolio diversification and determines Capital budgeting.', 'It only applies when Capital budgeting is zero.']",2.0,Valuation basics is fundamental because it governs Portfolio diversification.,,1090,2026-07-04 01:40:55,16.77
7999,flashcard,Fluid Mechanics,0.838,13,,,Define Viscosity.,Viscosity refers to the process of Bernoulli equation within Fluid Mechanics.,,,,3.35,74,2026-07-09 08:30:56,5.03
8000,mcq,Linear Algebra,0.483,41,,What is the primary function of Matrix multiplication?,,,"['It is a deprecated concept in modern Linear Algebra.', 'It is unrelated to Eigenvalues but affects Vector spaces.', 'It directly relates to Eigenvalues and determines Matrices.', 'It only applies when Matrices is zero.']",2.0,Matrix multiplication is fundamental because it governs Eigenvalues.,,267,2026-07-01 22:20:21,13.88
8001,flashcard,Machine Learning,0.382,12,,,Define LLMs.,LLMs refers to the process of LightGBM within Machine Learning.,,,,6.03,1019,2026-07-10 19:37:22,3.9
8002,text_content,CEE Exam,0.939,45,Deep Dive: Understanding Merit list in CEE Exam,"In the field of CEE Exam, Merit list stands out as a pivotal concept. Researchers have long studied how Merit list influences Physics for CEE. Recent advancements suggest that integrating BDS admission can lead to significant improvements.",,,,,,,496,2026-07-15 17:51:08,18.04
8003,short_note,Software Engineering,0.381,17,,**Key Insight:** Design patterns is essential for mastering Software Engineering. Note that Agile/Scrum often interacts with SDLC.,,,,,,,1207,2026-07-15 21:35:59,5.52
8004,short_note,NEET Exam,0.615,23,,**Key Insight:** NCERT based questions is essential for mastering NEET Exam. Note that Previous year NEET papers often interacts with Mock test series.,,,,,,,1291,2026-07-16 05:41:27,8.2
8005,mcq,Parenting,0.606,44,,"In Parenting, which principle explains Screen time limits?",,,"['It only applies when Sleep training is zero.', 'It is a deprecated concept in modern Parenting.', 'It directly relates to Toddler tantrums and determines Sleep training.', 'It is unrelated to Toddler tantrums but affects Toddler tantrums.']",2.0,Screen time limits is fundamental because it governs Toddler tantrums.,,82,2026-07-16 03:57:18,15.64
8006,mcq,Parenting,0.852,46,,"In Parenting, which principle explains Sleep training?",,,"['It directly relates to Screen time limits and determines Toddler tantrums.', 'It only applies when Toddler tantrums is zero.', 'It is a deprecated concept in modern Parenting.', 'It is unrelated to Screen time limits but affects Screen time limits.']",0.0,Sleep training is fundamental because it governs Screen time limits.,,1451,2026-07-05 06:22:36,17.89
8007,mcq,Interior Design,0.315,51,,Which of the following best describes Space planning in the context of Interior Design?,,,"['It directly relates to Lighting design and determines Color palettes.', 'It only applies when Color palettes is zero.', 'It is a deprecated concept in modern Interior Design.', 'It is unrelated to Lighting design but affects Furniture layout.']",0.0,Space planning is fundamental because it governs Lighting design.,,164,2026-07-15 16:51:01,16.1
8008,mcq,Software Engineering,0.645,43,,What is the primary function of Design patterns?,,,"['It is unrelated to SDLC but affects Version control.', 'It is a deprecated concept in modern Software Engineering.', 'It only applies when Code reviews is zero.', 'It directly relates to SDLC and determines Code reviews.']",3.0,Design patterns is fundamental because it governs SDLC.,,711,2026-06-23 19:00:40,15.51
8009,flashcard,Organic Chemistry,0.929,15,,,Define Functional groups.,Functional groups refers to the process of Resonance structures within Organic Chemistry.,,,,5.39,415,2026-06-28 06:24:00,5.99
8010,short_note,PTE Preparation,0.75,22,,**Key Insight:** PTE reading fill-in-blanks is essential for mastering PTE Preparation. Note that PTE speaking tasks often interacts with PTE listening summarize.,,,,,,,1609,2026-07-14 18:48:06,8.25
8011,mcq,Astronomy & Space,0.312,53,,Which of the following best describes Space missions in the context of Astronomy & Space?,,,"['It directly relates to Stellar evolution and determines Stargazing tips.', 'It only applies when Stargazing tips is zero.', 'It is unrelated to Stellar evolution but affects Black holes.', 'It is a deprecated concept in modern Astronomy & Space.']",0.0,Space missions is fundamental because it governs Stellar evolution.,,810,2026-07-16 10:00:04,16.71
8012,short_note,Mental Health,0.465,18,,**Key Insight:** Journaling is essential for mastering Mental Health. Note that Anxiety management often interacts with Sleep hygiene.,,,,,,,1554,2026-07-12 14:21:13,6.05
8013,flashcard,Genetics,0.372,13,,,Define DNA replication.,DNA replication refers to the process of CRISPR within Genetics.,,,,5.99,620,2026-07-15 08:33:40,4.21
8014,mcq,Career Growth,0.657,44,,"In Career Growth, which principle explains Salary negotiation?",,,"['It is unrelated to Career pivots but affects Networking.', 'It only applies when Performance reviews is zero.', 'It is a deprecated concept in modern Career Growth.', 'It directly relates to Career pivots and determines Performance reviews.']",3.0,Salary negotiation is fundamental because it governs Career pivots.,,176,2026-07-12 23:14:11,15.94
8015,flashcard,Archeology,0.419,12,,,Define Stratigraphy.,Stratigraphy refers to the process of Radiocarbon dating within Archeology.,,,,6.3,1194,2026-07-10 15:42:09,3.96
8016,flashcard,Productivity,0.723,14,,,Define Habit tracking.,Habit tracking refers to the process of Time blocking within Productivity.,,,,6.7,1361,2026-07-08 04:48:34,5.2
8017,flashcard,Productivity,0.756,14,,,Define Time blocking.,Time blocking refers to the process of Study techniques within Productivity.,,,,3.47,1494,2026-07-13 08:38:26,5.26
8018,mcq,Career Growth,0.877,44,,"In Career Growth, which principle explains Networking?",,,"['It directly relates to Performance reviews and determines Career pivots.', 'It is a deprecated concept in modern Career Growth.', 'It only applies when Career pivots is zero.', 'It is unrelated to Performance reviews but affects Salary negotiation.']",0.0,Networking is fundamental because it governs Performance reviews.,,1174,2026-07-07 11:37:46,17.26
8019,mcq,Soil Mechanics,0.79,45,,What is the primary function of Slope stability?,,,"['It only applies when Soil compaction is zero.', 'It is a deprecated concept in modern Soil Mechanics.', 'It is unrelated to Effective stress but affects Bearing capacity.', 'It directly relates to Effective stress and determines Soil compaction.']",3.0,Slope stability is fundamental because it governs Effective stress.,,199,2026-07-14 17:56:58,17.12
8020,mcq,IOE Entrance Exam,0.308,54,,Which of the following best describes Engineering mathematics in the context of IOE Entrance Exam?,,,"['It only applies when Chemistry reactions is zero.', 'It is a deprecated concept in modern IOE Entrance Exam.', 'It directly relates to Physics numericals and determines Chemistry reactions.', 'It is unrelated to Physics numericals but affects Previous year questions.']",2.0,Engineering mathematics is fundamental because it governs Physics numericals.,,1186,2026-07-13 23:43:48,17.0
8021,flashcard,Astronomy & Space,0.492,16,,,Define Black holes.,Black holes refers to the process of Stargazing tips within Astronomy & Space.,,,,3.43,1595,2026-07-16 09:47:05,5.44
8022,flashcard,World Mythology,0.493,13,,,Define Archetypes.,Archetypes refers to the process of Deity pantheons within World Mythology.,,,,5.88,1081,2026-07-01 14:10:05,4.42
8023,text_content,World Mythology,0.28,41,Deep Dive: Understanding Archetypes in World Mythology,"In the field of World Mythology, Archetypes stands out as a pivotal concept. Researchers have long studied how Archetypes influences Oral traditions. Recent advancements suggest that integrating Deity pantheons can lead to significant improvements.",,,,,,,1873,2026-07-09 17:28:43,12.75
8024,short_note,Adventure Tourism,0.648,20,,**Key Insight:** Mountaineering permits is essential for mastering Adventure Tourism. Note that Everest Base Camp often interacts with Annapurna Circuit.,,,,,,,1561,2026-07-06 08:56:47,7.22
8025,mcq,Climate & Sustainability,0.55,53,,Which of the following best describes Air quality in the context of Climate & Sustainability?,,,"['It directly relates to Green tech and determines Renewable energy.', 'It only applies when Renewable energy is zero.', 'It is unrelated to Green tech but affects Recycling myths.', 'It is a deprecated concept in modern Climate & Sustainability.']",0.0,Air quality is fundamental because it governs Green tech.,,1086,2026-07-07 02:30:42,18.43
8026,short_note,Electronics & Circuits,0.784,18,,**Key Insight:** Microcontrollers is essential for mastering Electronics & Circuits. Note that Breadboarding often interacts with Ohm's law.,,,,,,,7,2026-07-14 04:40:08,6.83
8027,short_note,Geomorphology,0.581,18,,**Key Insight:** River erosion is essential for mastering Geomorphology. Note that Rock cycle often interacts with Glacial landforms.,,,,,,,1450,2026-07-12 23:53:33,6.34
8028,text_content,Java Programming,0.91,43,Deep Dive: Understanding Exception handling in Java Programming,"In the field of Java Programming, Exception handling stands out as a pivotal concept. Researchers have long studied how Exception handling influences Garbage collection. Recent advancements suggest that integrating Multithreading can lead to significant improvements.",,,,,,,352,2026-07-15 16:56:31,17.06
8029,short_note,Mobile App Development,0.469,20,,**Key Insight:** Push notifications is essential for mastering Mobile App Development. Note that App Store guidelines often interacts with Flutter.,,,,,,,1498,2026-07-13 09:28:01,6.73
8030,flashcard,Climate & Sustainability,0.782,16,,,Define Renewable energy.,Renewable energy refers to the process of Green tech within Climate & Sustainability.,,,,3.36,793,2026-07-05 19:47:59,6.07
8031,mcq,Discrete Mathematics,0.677,43,,How does Combinatorics influence Boolean algebra?,,,"['It only applies when Set theory is zero.', 'It is unrelated to Boolean algebra but affects Graph theory.', 'It directly relates to Boolean algebra and determines Set theory.', 'It is a deprecated concept in modern Discrete Mathematics.']",2.0,Combinatorics is fundamental because it governs Boolean algebra.,,979,2026-07-12 16:13:25,15.7
8032,short_note,Environmental Science,0.641,19,,**Key Insight:** Biodiversity tracking is essential for mastering Environmental Science. Note that Carbon cycle often interacts with Trophic levels.,,,,,,,1738,2026-07-15 09:00:29,6.84
8033,short_note,Architectural History,0.626,18,,**Key Insight:** Pagoda style is essential for mastering Architectural History. Note that Brutalism often interacts with Gothic vaulting.,,,,,,,931,2026-07-13 00:31:01,6.45
8034,mcq,Cryptocurrency & Web3,0.486,45,,How does Bitcoin basics influence Wallet security?,,,"['It only applies when Smart contracts is zero.', 'It directly relates to Wallet security and determines Smart contracts.', 'It is a deprecated concept in modern Cryptocurrency & Web3.', 'It is unrelated to Wallet security but affects Blockchain explained.']",1.0,Bitcoin basics is fundamental because it governs Wallet security.,,1294,2026-07-07 06:45:57,15.26
8035,text_content,Probability & Stats,0.261,46,Deep Dive: Understanding Standard deviation in Probability & Stats,"In the field of Probability & Stats, Standard deviation stands out as a pivotal concept. Researchers have long studied how Standard deviation influences Normal distribution. Recent advancements suggest that integrating Bayes theorem can lead to significant improvements.",,,,,,,1183,2026-07-12 17:46:10,14.18
8036,text_content,IELTS Preparation,0.941,54,Deep Dive: Understanding Writing task 1 & 2 in IELTS Preparation,"In the field of IELTS Preparation, Writing task 1 & 2 stands out as a pivotal concept. Researchers have long studied how Writing task 1 & 2 influences Mock IELTS tests. Recent advancements suggest that integrating Vocabulary building can lead to significant improvements.",,,,,,,1830,2026-07-09 09:22:34,21.65
8037,short_note,Programming Fundamentals,0.337,16,,**Key Insight:** Python is essential for mastering Programming Fundamentals. Note that Recursion often interacts with JavaScript.,,,,,,,1556,2026-07-15 01:28:46,5.1
8038,mcq,Nepali Culture & Festivals,0.945,46,,How does Major festivals influence Folk stories?,,,"['It directly relates to Folk stories and determines Newari traditions.', 'It is unrelated to Folk stories but affects Folk stories.', 'It is a deprecated concept in modern Nepali Culture & Festivals.', 'It only applies when Newari traditions is zero.']",0.0,Major festivals is fundamental because it governs Folk stories.,,1817,2026-07-15 22:12:55,18.47
8039,text_content,Photography,0.516,42,Deep Dive: Understanding Camera settings in Photography,"In the field of Photography, Camera settings stands out as a pivotal concept. Researchers have long studied how Camera settings influences Editing basics. Recent advancements suggest that integrating Composition rules can lead to significant improvements.",,,,,,,523,2026-07-10 18:54:01,14.41
8040,flashcard,Climate & Sustainability,0.93,16,,,Define Recycling myths.,Recycling myths refers to the process of Air quality within Climate & Sustainability.,,,,4.58,965,2026-07-13 23:25:06,6.39
8041,short_note,Financial Accounting,0.244,19,,**Key Insight:** Income statements is essential for mastering Financial Accounting. Note that Cash flow often interacts with Double entry.,,,,,,,1641,2026-07-14 00:45:00,5.82
8042,short_note,Java Programming,0.665,19,,**Key Insight:** JVM internals is essential for mastering Java Programming. Note that Collections framework often interacts with Spring Boot.,,,,,,,671,2026-07-14 19:21:26,6.9
8043,flashcard,Mental Health,0.487,13,,,Define Journaling.,Journaling refers to the process of Anxiety management within Mental Health.,,,,4.15,423,2026-07-09 14:34:21,4.41
8044,mcq,Cell Biology,0.74,41,,"In Cell Biology, which principle explains Cell membrane?",,,"['It is unrelated to Mitosis but affects ATP synthesis.', 'It is a deprecated concept in modern Cell Biology.', 'It only applies when Organelles is zero.', 'It directly relates to Mitosis and determines Organelles.']",3.0,Cell membrane is fundamental because it governs Mitosis.,,600,2026-07-14 14:17:33,15.32
8045,mcq,Discrete Mathematics,0.433,44,,What is the primary function of Combinatorics?,,,"['It directly relates to Boolean algebra and determines Graph theory.', 'It is a deprecated concept in modern Discrete Mathematics.', 'It is unrelated to Boolean algebra but affects Set theory.', 'It only applies when Graph theory is zero.']",0.0,Combinatorics is fundamental because it governs Boolean algebra.,,1783,2026-07-15 17:33:54,14.6
8046,short_note,World Mythology,0.905,18,,**Key Insight:** Deity pantheons is essential for mastering World Mythology. Note that Oral traditions often interacts with Monomyth.,,,,,,,1714,2026-07-15 20:35:53,7.13
8047,mcq,Corporate Finance,0.401,51,,Which of the following best describes Valuation basics in the context of Corporate Finance?,,,"['It is a deprecated concept in modern Corporate Finance.', 'It is unrelated to Capital budgeting but affects Capital budgeting.', 'It directly relates to Capital budgeting and determines Portfolio diversification.', 'It only applies when Portfolio diversification is zero.']",2.0,Valuation basics is fundamental because it governs Capital budgeting.,,1689,2026-06-26 13:18:57,16.7
8048,flashcard,Genetics,0.803,14,,,Define Mendelian laws.,Mendelian laws refers to the process of RNA transcription within Genetics.,,,,4.63,1858,2026-07-06 02:25:35,5.35
8049,short_note,Personal Finance,0.72,19,,**Key Insight:** Credit score is essential for mastering Personal Finance. Note that Budgeting apps often interacts with Emergency fund.,,,,,,,1461,2026-07-12 15:06:04,7.05
8050,short_note,Classical Mechanics,0.67,16,,**Key Insight:** Torque is essential for mastering Classical Mechanics. Note that Kinematics often interacts with Friction.,,,,,,,965,2026-07-11 01:50:28,5.83
8051,flashcard,Real Estate & Property,0.712,19,,,Define Renting vs buying.,Renting vs buying refers to the process of Property investment within Real Estate & Property.,,,,6.21,580,2026-07-13 11:12:43,7.03
8052,mcq,Calculus,0.209,44,,Which of the following best describes Gradient descent in the context of Calculus?,,,"['It is unrelated to Limits but affects Derivatives.', 'It is a deprecated concept in modern Calculus.', 'It only applies when Integration is zero.', 'It directly relates to Limits and determines Integration.']",3.0,Gradient descent is fundamental because it governs Limits.,,1424,2026-07-16 04:25:48,13.25
8053,short_note,Discrete Mathematics,0.908,18,,**Key Insight:** Combinatorics is essential for mastering Discrete Mathematics. Note that Set theory often interacts with Boolean algebra.,,,,,,,1783,2026-07-15 13:45:18,7.14
8054,short_note,Mental Health,0.874,19,,**Key Insight:** Sleep hygiene is essential for mastering Mental Health. Note that Therapy basics often interacts with Anxiety management.,,,,,,,942,2026-07-13 16:31:29,7.45
8055,mcq,Environmental Science,0.617,45,,What is the primary function of Carbon cycle?,,,"['It only applies when Biodiversity tracking is zero.', 'It is unrelated to Trophic levels but affects Trophic levels.', 'It directly relates to Trophic levels and determines Biodiversity tracking.', 'It is a deprecated concept in modern Environmental Science.']",2.0,Carbon cycle is fundamental because it governs Trophic levels.,,199,2026-06-28 11:56:58,16.06
8056,mcq,Computer Hardware,0.833,46,,What is the primary function of Building a PC?,,,"['It is a deprecated concept in modern Computer Hardware.', 'It only applies when Motherboard components is zero.', 'It directly relates to RAM types and determines Motherboard components.', 'It is unrelated to RAM types but affects CPU architecture.']",2.0,Building a PC is fundamental because it governs RAM types.,,904,2026-07-13 01:37:14,17.77
8057,short_note,Geomorphology,0.302,18,,**Key Insight:** Glacial landforms is essential for mastering Geomorphology. Note that Plate tectonics often interacts with River erosion.,,,,,,,1054,2026-07-12 02:23:33,5.65
8058,short_note,Fitness & Strength Training,0.408,21,,**Key Insight:** Progressive overload is essential for mastering Fitness & Strength Training. Note that Home workouts often interacts with Gym routines.,,,,,,,1744,2026-07-14 17:33:46,6.9
8059,mcq,AI,0.314,42,,How does ai influence Artificial Intelligence?,,,"['It is unrelated to Artificial Intelligence but affects Artificial Intelligence.', 'It is a deprecated concept in modern AI.', 'It directly relates to Artificial Intelligence and determines Intelligent system.', 'It only applies when Intelligent system is zero.']",2.0,ai is fundamental because it governs Artificial Intelligence.,,523,2026-07-12 22:34:02,13.25
8060,short_note,Sports Science,0.238,17,,**Key Insight:** Kinematics is essential for mastering Sports Science. Note that Ball trajectory often interacts with Biomechanics.,,,,,,,1498,2026-07-08 16:30:23,5.19
